SSL,BLDG_NUM,SECT_NUM,STRUCT_CL,STRUCT_CL_D,GRADE,GRADE_D,EXTWALL,EXTWALL_D,WALL_HGT,NUM_UNITS,SALEDATE,PRICE,QUALIFIED,AYB,YR_RMDL,EYB,SALE_NUM,LIVING_GBA,USECODE,LANDAREA,GIS_LAST_MOD_DTTM,OBJECTID
0092    0806,1,1,C,Brick/Concr,60,Excellent,BR,Brick,9,,2005/06/23 00:00:00+00,1240000,Q,1912,1946,2000,1,3535,42,1035,2023/01/05 05:16:47+00,16952257
0092    2021,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2018,,2018,1,16312,48,7200,2023/01/05 05:16:47+00,16952258
0092    2022,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2018,,2018,1,9250,48,3291,2023/01/05 05:16:47+00,16952259
0093    0075,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,1,2017/01/13 00:00:00+00,5000000,Q,1900,2008,1970,4,6213,45,2500,2023/01/05 05:16:47+00,16952260
0093    0087,1,1,C,Brick/Concr,45,Good +,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1915,1955,2000,1,6224,42,1960,2023/01/05 05:16:47+00,16952261
0093    0130,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1928,1943,2000,1,4114,42,1634,2023/01/05 05:16:47+00,16952262
0093    0131,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,12,2,2009/11/10 00:00:00+00,0,U,1926,2006,1985,1,4376,42,1666,2023/01/05 05:16:47+00,16952263
0093    0139,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,10,,2016/07/05 00:00:00+00,2575000,Q,1928,2017,2000,3,4806,49,1100,2023/01/05 05:16:47+00,16952264
0093    0140,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,9,,2013/09/03 00:00:00+00,6200000,Q,1900,1991,2000,1,9247,42,2028,2023/01/05 05:16:47+00,16952265
0093    0141,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,12,,2000/02/02 00:00:00+00,0,U,1927,1985,2000,1,7636,42,1872,2023/01/05 05:16:47+00,16952266
0093    0146,1,1,B,Reinf Concr,30,Average,C,Concrete,10,,1998/05/07 00:00:00+00,0,U,1981,,1981,2,64517,52,7159,2023/01/05 05:16:47+00,16952267
0093    0151,1,1,C,Brick/Concr,60,Excellent,BR,Brick,10,,1992/08/17 00:00:00+00,0,U,1900,1947,1986,1,12526,51,5000,2023/01/05 05:16:47+00,16952268
0093    0154,1,1,C,Brick/Concr,50,Very Good,BR,Brick,10,0,2004/05/06 00:00:00+00,3060000,Q,1989,,2000,1,14886,49,4958,2023/01/05 05:16:47+00,16952269
0093    0155,1,1,C,Brick/Concr,45,Good +,BR,Brick,12,3,1999/02/05 00:00:00+00,900000,Q,1989,1985,1980,1,6162,42,2458,2023/01/05 05:16:47+00,16952270
0093    0818,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1895,,2000,1,13727,85,5450,2023/01/05 05:16:47+00,16952271
0093    0821,1,1,C,Brick/Concr,30,Average,BR,Brick,10,0,1900/01/01 00:00:00+00,,U,1920,2004,1980,1,13575,42,2500,2023/01/05 05:16:47+00,16952272
0093    0830,1,1,B,Reinf Concr,40,Good,0,Typical,10,,2019/06/03 00:00:00+00,30500000,Q,1962,1993,1962,3,113302,52,13039,2023/01/05 05:16:47+00,16952273
0094    0013,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,9,,2019/06/19 00:00:00+00,3140000,Q,1935,1986,1980,5,5567,51,2612,2023/01/05 05:16:47+00,16952274
0094    0014,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,9,1,2022/01/25 00:00:00+00,2500000,Q,1920,,2000,2,5541,49,1953,2023/01/05 05:16:47+00,16952275
0094    0020,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,20,,2010/10/27 00:00:00+00,4000000,Q,1833,1950,2000,1,12580,51,3848,2023/01/05 05:16:47+00,16952276
0094    0021,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,10,,2005/04/15 00:00:00+00,0,U,1883,2003,2003,1,11030,42,2800,2023/01/05 05:16:47+00,16952277
0094    0022,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,9,,1999/12/17 00:00:00+00,1000000,Q,1935,1948,2000,1,3789,42,1467,2023/01/05 05:16:47+00,16952278
0094    0023,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,9,,2013/02/15 00:00:00+00,2576000,Q,1928,1990,2000,1,4145,42,1649,2023/01/05 05:16:47+00,16952279
0094    0028,1,1,C,Brick/Concr,60,Excellent,BR,Brick,12,1,1900/01/01 00:00:00+00,,U,1920,,1985,1,21620,85,10128,2023/01/05 05:16:47+00,16952280
0094    0031,1,1,B,Reinf Concr,30,Average,BR,Brick,10,,2018/12/14 00:00:00+00,36000000,Q,1970,1985,1970,6,283088,32,16541,2023/01/05 05:16:47+00,16952281
0094    0032,1,1,A,Struct Steel,60,Excellent,BR,Brick,10,1,1900/01/01 00:00:00+00,,U,1900,1984,1993,1,16938,51,4752,2023/01/05 05:16:47+00,16952282
0095    0002,1,1,C,Brick/Concr,40,Good,BR,Brick,10,,1900/01/01 00:00:00+00,,U,1970,1990,1995,1,39515,52,7675,2023/01/05 05:16:47+00,16952283
0095    0003,1,1,C,Brick/Concr,40,Good,BR,Brick,10,,2012/12/26 00:00:00+00,3533245,U,1898,2003,1990,1,14732,51,9691,2023/01/05 05:16:47+00,16952284
0095    0045,1,1,B,Reinf Concr,30,Average,BR,Brick,10,,1900/01/01 00:00:00+00,,U,1900,,1987,1,48813,85,25994,2023/01/05 05:16:47+00,16952285
0095    0046,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,2017/02/07 00:00:00+00,5050000,Q,1955,2013,1992,4,2946,42,5559,2023/01/05 05:16:47+00,16952286
0095    0801,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1905,,1994,1,3768,42,958,2023/01/05 05:16:47+00,16952287
0095    0803,1,1,C,Brick/Concr,60,Excellent,BR,Brick,10,,2008/10/27 00:00:00+00,1300000,Q,1880,2013,2013,1,2946,1,867,2023/01/05 05:16:47+00,16952288
0095    0808,1,1,C,Brick/Concr,40,Good,BR,Brick,10,,1900/01/01 00:00:00+00,,U,1895,,1995,1,8805,85,2654,2023/01/05 05:16:47+00,16952289
0095    2001,1,1,0,No Data,0,Default,0,Typical,,1,2009/05/27 00:00:00+00,1940216,Q,2010,,2010,1,2357,48,966,2023/01/05 05:16:47+00,16952290
0095    2002,1,1,0,No Data,0,Default,0,Typical,,1,2009/04/30 00:00:00+00,0,U,2010,,2010,1,2414,48,966,2023/01/05 05:16:47+00,16952291
0095    2003,1,1,0,No Data,0,Default,0,Typical,,1,2009/04/30 00:00:00+00,0,U,2010,,2010,1,3306,58,1428,2023/01/05 05:16:47+00,16952292
0095    2004,1,1,0,No Data,0,Default,0,Typical,,1,2009/04/30 00:00:00+00,0,U,2010,,2010,1,3659,58,1428,2023/01/05 05:16:47+00,16952293
0095    2006,1,1,0,No Data,0,Default,0,Typical,,1,2009/10/07 00:00:00+00,0,U,2010,,2010,1,1812,58,966,2023/01/05 05:16:47+00,16952294
